i,identity,drop_stage,drop_detail,gt_text,plate_entry,ocr_raw,n_faces_entry,entry_rid_code,n_faces_exit,rid,matched_rid,match_sim,plate_img,probe_img
204,Gonzalo_Sanchez_de_Lozada,,,51A01204,51A-01204,51A01204,1,19676,1,19676,19676,0.4417012929916382,yolo_plate_ocr_data/images/val/3CarLongPlate919.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Gonzalo_Sanchez_de_Lozada/Gonzalo_Sanchez_de_Lozada_0005.jpg
205,Lucio_Gutierrez,,,63B222794,63B2-22794,63B222794,1,19677,1,19677,19677,0.634224534034729,yolo_plate_ocr_data/images/val/1xemay1960.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Lucio_Gutierrez/Lucio_Gutierrez_0008.jpg
206,Michel_Therrien,,,59T102309,59T1-02309,59T102309,1,19678,1,19678,19678,0.45022183656692505,yolo_plate_ocr_data/images/val/3xemay558.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Michel_Therrien/Michel_Therrien_0001.jpg
207,Mahmoud_Abbas,,,65S21319,65S-21319,65S21319,1,19679,1,19679,19679,0.5310371518135071,yolo_plate_ocr_data/images/val/6xemay41.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Mahmoud_Abbas/Mahmoud_Abbas_0004.jpg
208,Atal_Bihari_Vajpayee,,,59N176654,59M1-76654,59M176654,1,19680,1,19680,19680,0.5194452404975891,yolo_plate_ocr_data/images/val/1xemay2237.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0018.jpg
209,Richard_Norton-Taylor,,,54S89169,54S-89169,54S89169,1,19681,1,19681,19681,0.8095083832740784,yolo_plate_ocr_data/images/val/9xemay256.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Richard_Norton-Taylor/Richard_Norton-Taylor_0001.jpg
210,Renee_Zellweger,,,51F55881,51F-59881,51F59881,1,19682,1,19682,19682,0.5138151049613953,yolo_plate_ocr_data/images/val/9CarLongPlate814.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Renee_Zellweger/Renee_Zellweger_0016.jpg
211,Hichiro_Naemura,,,11G51008,51G-51008,51G51008,1,19683,1,19683,19683,0.5828016996383667,yolo_plate_ocr_data/images/val/5CarLongPlate939.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Hichiro_Naemura/Hichiro_Naemura_0001.jpg
212,Ruth_Dreifuss,,,59P214706,59P2-14706,59P214706,1,19684,1,19684,19684,0.5241158604621887,yolo_plate_ocr_data/images/val/5xemay1200.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Ruth_Dreifuss/Ruth_Dreifuss_0001.jpg
213,Stephen_Friedman,entry_ocr_invalid,raw='56DXA5535' gt='50XA5535',50XA5535,,56DXA5535,,,,,,,yolo_plate_ocr_data/images/val/3xemay1531.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Stephen_Friedman/Stephen_Friedman_0001.jpg
214,Gordon_Brown,,,52F41035,52F-41035,52F41035,1,19685,1,19685,19685,0.48045310378074646,yolo_plate_ocr_data/images/val/3xemay701.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Gordon_Brown/Gordon_Brown_0001.jpg
215,Jesse_Jackson,,,51F88270,51F-88270,51F88270,1,19686,1,19686,19686,0.6748462915420532,yolo_plate_ocr_data/images/val/3CarLongPlate440.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Jesse_Jackson/Jesse_Jackson_0004.jpg
216,John_Manley,,,51F22029,51F-22029,51F22029,1,19687,1,19687,19687,0.5561551451683044,yolo_plate_ocr_data/images/val/3CarLongPlate554.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/John_Manley/John_Manley_0003.jpg
217,Duane_Lee_Chapman,,,59S201572,59S2-01572,59S201572,1,19688,1,19688,19688,0.597308874130249,yolo_plate_ocr_data/images/val/5xemay1235.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg
218,Paul_ONeill,,,69D105661,69D1-05661,69D105661,1,19689,1,19689,19689,0.6179955005645752,yolo_plate_ocr_data/images/val/6xemay554.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Paul_ONeill/Paul_ONeill_0007.jpg
219,Sebastien_Grosjean,,,73G117544,73G1-17544,73G117544,1,19690,1,19690,19690,0.5484181642532349,yolo_plate_ocr_data/images/val/8xemay1689.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Sebastien_Grosjean/Sebastien_Grosjean_0001.jpg
220,Matt_Damon,,,59P125512,59P1-25512,59P125512,1,19691,1,19691,19691,0.582551121711731,yolo_plate_ocr_data/images/val/3xemay824.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Matt_Damon/Matt_Damon_0002.jpg
221,Alejandro_Atchugarry,,,59K120173,59K1-20173,59K120173,1,19692,1,19692,19692,0.7692081928253174,yolo_plate_ocr_data/images/val/3xemay1309.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Alejandro_Atchugarry/Alejandro_Atchugarry_0001.jpg
222,Lon_Kruger,,,60Y73914,60Y-73914,60Y73914,1,19693,1,19693,19693,0.6612763404846191,yolo_plate_ocr_data/images/val/7xemay1922.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Lon_Kruger/Lon_Kruger_0002.jpg
223,Elizabeth_Taylor,,,59T179742,59T1-79742,59T179742,1,19694,1,19694,19694,0.4573170244693756,yolo_plate_ocr_data/images/val/4xemay2133.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Elizabeth_Taylor/Elizabeth_Taylor_0001.jpg
224,Maggie_Smith,,,59U179751,59U1-79751,59U179751,1,19695,1,19695,19695,0.526450514793396,yolo_plate_ocr_data/images/val/2xemay1941.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Maggie_Smith/Maggie_Smith_0002.jpg
225,William_Bratton,,,59C100507,59C1-00507,59C100507,1,19696,1,19696,19696,0.6683785915374756,yolo_plate_ocr_data/images/val/8xemay43.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/William_Bratton/William_Bratton_0002.jpg
226,Akbar_Hashemi_Rafsanjani,,,59L138765,59L1-38765,59L138765,1,19697,1,19697,19697,0.7103722095489502,yolo_plate_ocr_data/images/val/3xemay1131.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0002.jpg
227,Wang_Yingfan,,,60X94808,60X-94808,60X94808,1,19698,1,19698,19698,0.6544950008392334,yolo_plate_ocr_data/images/val/6xemay540.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Wang_Yingfan/Wang_Yingfan_0001.jpg
228,Sean_Patrick_OMalley,,,79K78987,79K-78987,79K78987,1,19699,1,19699,19699,0.5330458879470825,yolo_plate_ocr_data/images/val/5xemay406.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Sean_Patrick_OMalley/Sean_Patrick_OMalley_0003.jpg
229,Dave_Campo,,,51A77529,51A-77529,51A77529,1,19700,1,19700,19700,0.4884825348854065,yolo_plate_ocr_data/images/val/3CarLongPlate350.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Dave_Campo/Dave_Campo_0003.jpg
230,Hilary_Duff,,,59B135294,59B1-35294,59B135294,1,19701,1,19701,19701,0.4968501925468445,yolo_plate_ocr_data/images/val/4xemay2072.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Hilary_Duff/Hilary_Duff_0003.jpg
231,Carlos_Vives,,,60LD4379,60LD-4379,60LD4379,1,19702,1,19702,19702,0.7864155769348145,yolo_plate_ocr_data/images/val/3CarLongPlate902.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Carlos_Vives/Carlos_Vives_0003.jpg
232,Eduardo_Duhalde,,,51A01204,51A-01204,51A01204,1,19703,1,19703,19703,0.6575270891189575,yolo_plate_ocr_data/images/val/3CarLongPlate429.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Eduardo_Duhalde/Eduardo_Duhalde_0014.jpg
233,Rachel_Griffiths,,,51L41138,51L-41138,51L41138,1,19704,1,19704,19704,0.6381196975708008,yolo_plate_ocr_data/images/val/3xemay77.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Rachel_Griffiths/Rachel_Griffiths_0003.jpg
234,Jodie_Foster,,,51S57559,51S-57559,51S57559,1,19705,1,19705,19705,0.5235920548439026,yolo_plate_ocr_data/images/val/2xemay1381.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Jodie_Foster/Jodie_Foster_0002.jpg
235,Alvaro_Uribe,,,51U83423,51U-83423,51U83423,1,19706,1,19706,19706,0.5057291984558105,yolo_plate_ocr_data/images/val/1xemay617.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Alvaro_Uribe/Alvaro_Uribe_0022.jpg
236,Martha_Stewart,,,59M136452,59M1-36452,59M136452,1,19707,1,19707,19707,0.35673779249191284,yolo_plate_ocr_data/images/val/2xemay2026.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Martha_Stewart/Martha_Stewart_0001.jpg
237,Natalie_Coughlin,,,54V25804,54V-25804,54V25804,1,19708,1,19708,19708,0.5862730741500854,yolo_plate_ocr_data/images/val/3xemay2467.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Natalie_Coughlin/Natalie_Coughlin_0002.jpg
238,Justin_Gatlin,,,50LD04411,50LD-04411,50LD04411,1,19709,1,19709,19709,0.6054169535636902,yolo_plate_ocr_data/images/val/5CarLongPlate330.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Justin_Gatlin/Justin_Gatlin_0001.jpg
239,Tim_Floyd,,,92D142705,92D1-42705,92D142705,1,19710,1,19710,19710,0.8165647387504578,yolo_plate_ocr_data/images/val/13xemay571.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Tim_Floyd/Tim_Floyd_0001.jpg
240,Tommy_Thompson,,,59L159150,59L1-59150,59L159150,1,19711,1,19711,19711,0.6091814041137695,yolo_plate_ocr_data/images/val/2xemay2039.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Tommy_Thompson/Tommy_Thompson_0010.jpg
241,Jennifer_Reilly,,,59L206377,59L2-06377,59L206377,1,19712,1,19712,19712,0.8374831676483154,yolo_plate_ocr_data/images/val/6xemay2.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Jennifer_Reilly/Jennifer_Reilly_0001.jpg
242,Suzanne_Gaudet,,,51G10209,51G-10209,51G10209,1,19713,1,19713,19713,0.7064709663391113,yolo_plate_ocr_data/images/val/3CarLongPlate455.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Suzanne_Gaudet/Suzanne_Gaudet_0002.jpg
243,Venus_Williams,,,59L156722,59L1-56720,59L156720,1,19714,1,19714,19714,0.6540367603302002,yolo_plate_ocr_data/images/val/5xemay620.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Venus_Williams/Venus_Williams_0016.jpg
244,Paul_Martin,,,48A02866,48A0-28661,48A028661,1,19715,1,19715,19715,0.5370702147483826,yolo_plate_ocr_data/images/val/3CarLongPlate468.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Paul_Martin/Paul_Martin_0008.jpg
245,Oscar_De_La_Hoya,,,59K144076,59K1-44076,59K144076,1,19716,1,19716,19716,0.46134740114212036,yolo_plate_ocr_data/images/val/9xemay1111.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Oscar_De_La_Hoya/Oscar_De_La_Hoya_0004.jpg
246,Jake_Gyllenhaal,,,59K140650,59K1-40650,59K140650,1,19717,1,19717,19717,0.7676116228103638,yolo_plate_ocr_data/images/val/1xemay1787.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Jake_Gyllenhaal/Jake_Gyllenhaal_0001.jpg
247,Francis_Mer,,,51D10039,51D-10039,51D10039,1,19718,1,19718,19718,0.5591790080070496,yolo_plate_ocr_data/images/val/4CarLongPlate697.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Francis_Mer/Francis_Mer_0001.jpg
248,Kevin_Costner,,,78G104308,78G1-04308,78G104308,1,19719,1,19719,19719,0.6064428091049194,yolo_plate_ocr_data/images/val/2xemay1005.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Kevin_Costner/Kevin_Costner_0004.jpg
249,Tom_Harkin,,,59T160830,59T1-60830,59T160830,1,19720,1,19720,19720,0.513437032699585,yolo_plate_ocr_data/images/val/3xemay395.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Tom_Harkin/Tom_Harkin_0002.jpg
250,Salman_Rushdie,,,64R22733,54R-22733,54R22733,1,19721,1,19721,19721,0.6630045771598816,yolo_plate_ocr_data/images/val/4xemay2360.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Salman_Rushdie/Salman_Rushdie_0002.jpg
251,Scott_McClellan,,,59D167393,59D1-67393,59D167393,1,19722,1,19722,19722,0.7672706246376038,yolo_plate_ocr_data/images/val/1xemay1094.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Scott_McClellan/Scott_McClellan_0001.jpg
252,Juan_Manuel_Marquez,,,59G187671,59G1-87671,59G187671,1,19723,1,19723,19723,0.736997127532959,yolo_plate_ocr_data/images/val/6xemay442.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Juan_Manuel_Marquez/Juan_Manuel_Marquez_0002.jpg
253,Elton_John,,,59D101978,59D1-01978,59D101978,1,19724,1,19724,19724,0.4327778220176697,yolo_plate_ocr_data/images/val/2xemay2345.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Elton_John/Elton_John_0007.jpg
254,Larry_Brown,,,51H25512,51H-25512,51H25512,1,19725,1,19725,19725,0.3123254179954529,yolo_plate_ocr_data/images/val/4xemay2020.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Larry_Brown/Larry_Brown_0003.jpg
255,Bob_Stoops,,,59U139619,59U1-39619,59U139619,1,19726,1,19726,19726,0.7686269283294678,yolo_plate_ocr_data/images/val/5xemay15.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Bob_Stoops/Bob_Stoops_0002.jpg
256,Kimi_Raikkonen,,,93F124985,93F1-24985,93F124985,1,19727,1,19727,19727,0.4115196168422699,yolo_plate_ocr_data/images/val/5xemay1388.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Kimi_Raikkonen/Kimi_Raikkonen_0003.jpg
257,John_Allen_Muhammad,,,59X262721,59X2-62721,59X262721,1,19728,1,19728,19728,0.6734684705734253,yolo_plate_ocr_data/images/val/8xemay1391.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/John_Allen_Muhammad/John_Allen_Muhammad_0001.jpg
258,Queen_Elizabeth_II,,,59N147102,59N1-47102,59N147102,1,19729,1,19729,19729,0.6285024881362915,yolo_plate_ocr_data/images/val/3xemay543.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Queen_Elizabeth_II/Queen_Elizabeth_II_0012.jpg
259,Shane_Warne,entry_ocr_invalid,raw='N6I79AC' gt='NG179AC',NG179AC,,N6I79AC,,,,,,,yolo_plate_ocr_data/images/val/8PlateBaza499.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Shane_Warne/Shane_Warne_0002.jpg
260,Mario_Kreutzberger,,,54T40987,54T-40987,54T40987,1,19730,1,19730,19730,0.5724697113037109,yolo_plate_ocr_data/images/val/9xemay1046.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Mario_Kreutzberger/Mario_Kreutzberger_0002.jpg
261,Russell_Coutts,,,54S16312,54S-16312,54S16312,1,19731,1,19731,19731,0.6481810212135315,yolo_plate_ocr_data/images/val/3xemay74.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Russell_Coutts/Russell_Coutts_0001.jpg
262,Scott_Wolf,,,67H103655,67H1-03655,67H103655,1,19732,1,19732,19732,0.7779810428619385,yolo_plate_ocr_data/images/val/4xemay2361.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Scott_Wolf/Scott_Wolf_0001.jpg
263,Mario_Cipollini,,,51F24403,51F-24403,51F24403,1,19733,1,19733,19733,0.7829158306121826,yolo_plate_ocr_data/images/val/6CarLongPlate376.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Mario_Cipollini/Mario_Cipollini_0002.jpg
264,Jason_Lezak,,,61D107911,61D1-07911,61D107911,1,19734,1,19734,19734,0.905036211013794,yolo_plate_ocr_data/images/val/3xemay2230.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Jason_Lezak/Jason_Lezak_0002.jpg
265,Vojislav_Kostunica,,,5V187754,59V1-87754,59V187754,1,19735,1,19735,19735,0.742837131023407,yolo_plate_ocr_data/images/val/4xemay1975.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Vojislav_Kostunica/Vojislav_Kostunica_0006.jpg
266,Abdullah,,,60B422155,60B4-22155,60B422155,1,19736,1,19736,19736,0.6883175373077393,yolo_plate_ocr_data/images/val/3xemay1183.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Abdullah/Abdullah_0003.jpg
267,Nicolas_Cage,,,93LD00103,93LD-00103,93LD00103,1,19737,1,19737,19737,0.7295325994491577,yolo_plate_ocr_data/images/val/3CarLongPlate393.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Nicolas_Cage/Nicolas_Cage_0004.jpg
268,Alice_Fisher,,,59M148700,59M1-48700,59M148700,1,19738,1,19738,19738,0.8292955756187439,yolo_plate_ocr_data/images/val/3xemay1327.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Alice_Fisher/Alice_Fisher_0001.jpg
269,Benazir_Bhutto,,,49M71975,49M-71975,49M71975,1,19739,1,19739,19739,0.7560155391693115,yolo_plate_ocr_data/images/val/2xemay2146.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Benazir_Bhutto/Benazir_Bhutto_0002.jpg
270,Sachiko_Yamada,,,59C105899,59C1-05899,59C105899,1,19740,1,19740,19740,0.4712672829627991,yolo_plate_ocr_data/images/val/2xemay273.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Sachiko_Yamada/Sachiko_Yamada_0001.jpg
271,Rubens_Barrichello,,,59T105297,59T1-05297,59T105297,1,19741,1,19741,19741,0.3999518156051636,yolo_plate_ocr_data/images/val/4xemay2311.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Rubens_Barrichello/Rubens_Barrichello_0012.jpg
272,Raymond_Odierno,,,51Y67665,51Y-67665,51Y67665,1,19742,1,19742,19742,0.9150249361991882,yolo_plate_ocr_data/images/val/6xemay369.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Raymond_Odierno/Raymond_Odierno_0002.jpg
273,Francisco_Flores,,,59U109278,59U1-09278,59U109278,1,19743,1,19743,19743,0.744691014289856,yolo_plate_ocr_data/images/val/3xemay1371.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Francisco_Flores/Francisco_Flores_0001.jpg
274,Martina_McBride,,,72F120741,72F1-20741,72F120741,1,19744,1,19744,19744,0.4700818955898285,yolo_plate_ocr_data/images/val/2xemay1906.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Martina_McBride/Martina_McBride_0001.jpg
275,Lynne_Cheney,,,59F112329,59F1-12329,59F112329,1,19745,1,19745,19745,0.765238344669342,yolo_plate_ocr_data/images/val/8xemay1847.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Lynne_Cheney/Lynne_Cheney_0003.jpg
276,Pete_Carroll,,,30F14765,30F-14765,30F14765,1,19746,1,19746,19746,0.5593149662017822,yolo_plate_ocr_data/images/val/2xemay1556.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Pete_Carroll/Pete_Carroll_0001.jpg
277,Felix_Mantilla,,,63B140991,63B1-40991,63B140991,1,19747,1,19747,19747,0.4709824025630951,yolo_plate_ocr_data/images/val/3xemay765.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Felix_Mantilla/Felix_Mantilla_0001.jpg
278,Filippo_Inzaghi,,,59Y187304,59Y1-87304,59Y187304,1,19748,1,19748,19748,0.577876091003418,yolo_plate_ocr_data/images/val/1xemay2201.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Filippo_Inzaghi/Filippo_Inzaghi_0001.jpg
279,James_Maguire,,,67B169660,67B1-69660,67B169660,1,19749,1,19749,19749,0.6664749383926392,yolo_plate_ocr_data/images/val/2xemay1021.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/James_Maguire/James_Maguire_0001.jpg
280,Bob_Hope,,,54F23213,54F-23213,54F23213,1,19750,1,19750,19750,0.43833112716674805,yolo_plate_ocr_data/images/val/3xemay981.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Bob_Hope/Bob_Hope_0008.jpg
281,Goldie_Hawn,,,59C15610,59C1-55610,59C155610,1,19751,1,19751,19751,0.4905349612236023,yolo_plate_ocr_data/images/val/3xemay98.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Goldie_Hawn/Goldie_Hawn_0005.jpg
282,Ari_Fleischer,,,59V216023,59V2-15023,59V215023,1,19752,1,19752,19752,0.7308105230331421,yolo_plate_ocr_data/images/val/2xemay2477.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Ari_Fleischer/Ari_Fleischer_0009.jpg
283,Tom_Hanks,,,52P28146,52P-28146,52P28146,1,19753,1,19753,19753,0.6889283657073975,yolo_plate_ocr_data/images/val/3xemay1665.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Tom_Hanks/Tom_Hanks_0009.jpg
284,Anne_Krueger,,,59U135226,59U1-35226,59U135226,1,19754,1,19754,19754,0.7515159249305725,yolo_plate_ocr_data/images/val/10xemay1825.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Anne_Krueger/Anne_Krueger_0001.jpg
285,Justin_Leonard,,,54Z87524,54Z-87524,54Z87524,1,19755,1,19755,19755,0.6186975240707397,yolo_plate_ocr_data/images/val/4xemay2240.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Justin_Leonard/Justin_Leonard_0001.jpg
286,John_Kerry,,,60FP1469,60FP-1469,60FP1469,1,19756,1,19756,19756,0.6213189363479614,yolo_plate_ocr_data/images/val/1xemay1865.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/John_Kerry/John_Kerry_0012.jpg
287,Ahmad_Masood,,,79Z15804,79Z-15804,79Z15804,1,19757,1,19757,19757,0.47134098410606384,yolo_plate_ocr_data/images/val/9xemay1084.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Ahmad_Masood/Ahmad_Masood_0001.jpg
288,Michael_Moore,,,59C170773,59C1-70773,59C170773,1,19758,1,19758,19758,0.6846564412117004,yolo_plate_ocr_data/images/val/5xemay1694.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Michael_Moore/Michael_Moore_0001.jpg
289,James_McGreevey,,,76H106161,76H1-06161,76H106161,1,19759,1,19759,19759,0.6660237312316895,yolo_plate_ocr_data/images/val/3xemay1014.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/James_McGreevey/James_McGreevey_0001.jpg
290,Michelle_Yeoh,,,59V244588,59V2-44588,59V244588,1,19760,1,19760,19760,0.6364730596542358,yolo_plate_ocr_data/images/val/1xemay1088.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Michelle_Yeoh/Michelle_Yeoh_0003.jpg
291,Leonardo_DiCaprio,,,55P87062,55P-87062,55P87062,1,19761,1,19761,19761,0.713260293006897,yolo_plate_ocr_data/images/val/8xemay1220.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Leonardo_DiCaprio/Leonardo_DiCaprio_0008.jpg
292,Monica_Seles,,,59N169575,59N1-69575,59N169575,1,19762,1,19762,19762,0.752402663230896,yolo_plate_ocr_data/images/val/2xemay2029.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Monica_Seles/Monica_Seles_0006.jpg
293,Tim_Curry,,,51F04275,51F-04275,51F04275,1,19763,1,19763,19763,0.7340096235275269,yolo_plate_ocr_data/images/val/3CarLongPlate300.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Tim_Curry/Tim_Curry_0001.jpg
294,Munir_Akram,,,81B161386,81B1-61386,81B161386,1,19764,1,19764,19764,0.8264766931533813,yolo_plate_ocr_data/images/val/6xemay421.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Munir_Akram/Munir_Akram_0001.jpg
295,Saparmurat_Niyazov,,,59S144895,59S1-44895,59S144895,1,19765,1,19765,19765,0.7404412627220154,yolo_plate_ocr_data/images/val/3xemay1441.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Saparmurat_Niyazov/Saparmurat_Niyazov_0002.jpg
296,Paul_Kagame,,,59P197255,59P1-97255,59P197255,1,19766,1,19766,19766,0.6436517238616943,yolo_plate_ocr_data/images/val/3xemay801.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Paul_Kagame/Paul_Kagame_0002.jpg
297,George_W_Bush,,,51L73998,51L-73998,51L73998,1,19767,1,19767,19767,0.6667228937149048,yolo_plate_ocr_data/images/val/6xemay96.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/George_W_Bush/George_W_Bush_0010.jpg
298,Gary_Forsee,,,59C132428,59C1-32428,59C132428,1,19768,1,19768,19768,0.6712211966514587,yolo_plate_ocr_data/images/val/4xemay2153.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Gary_Forsee/Gary_Forsee_0002.jpg
299,James_Parker,,,66N110547,86N1-10547,86N110547,1,19769,1,19769,19769,0.7620791792869568,yolo_plate_ocr_data/images/val/1xemay1289.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/James_Parker/James_Parker_0002.jpg
300,Ricky_Barnes,,,63B957926,63B9-57926,63B957926,1,19770,1,19770,19770,0.4869130253791809,yolo_plate_ocr_data/images/val/7xemay2018.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Ricky_Barnes/Ricky_Barnes_0001.jpg
301,Emile_Lahoud,,,59T103506,59T1-03506,59T103506,1,19771,1,19771,19771,0.5860335826873779,yolo_plate_ocr_data/images/val/3xemay259.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Emile_Lahoud/Emile_Lahoud_0002.jpg
302,Helen_Clark,,,66P15739,66P-15739,66P15739,1,19772,1,19772,19772,0.5641699433326721,yolo_plate_ocr_data/images/val/2xemay728.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Helen_Clark/Helen_Clark_0003.jpg
303,Harbhajan_Singh,,,95AA00839,95AK-00839,95AK00839,1,19773,1,19773,19773,0.6835675239562988,yolo_plate_ocr_data/images/val/5xemay133.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Harbhajan_Singh/Harbhajan_Singh_0002.jpg
304,Mike_Weir,,,93LD00103,93D-00103,93D00103,1,19774,1,19774,19774,0.41829878091812134,yolo_plate_ocr_data/images/val/8CarLongPlate547.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Mike_Weir/Mike_Weir_0007.jpg
305,Lionel_Richie,,,51G01440,51G-01440,51G01440,1,19775,1,19775,19775,0.5531606674194336,yolo_plate_ocr_data/images/val/8CarLongPlate651.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Lionel_Richie/Lionel_Richie_0001.jpg
